Code Domaine,Domaine,Code Pays,Pays,Code Élément,Élément,Code Produit,Produit,Code Année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires","54","Danemark","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","53","S","Données standardisées"
"FBS","Bilans Alimentaires","54","Danemark","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","72","Djibouti","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","104","S","Données standardisées"
"FBS","Bilans Alimentaires","72","Djibouti","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","38","S","Données standardisées"
"FBS","Bilans Alimentaires","72","Djibouti","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","72","Djibouti","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","72","Djibouti","5142","Nourriture","2515","Seigle","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","72","Djibouti","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","72","Djibouti","5142","Nourriture","2518","Sorgho","2013","2013","Milliers de tonnes","3","S","Données standardisées"
"FBS","Bilans Alimentaires","72","Djibouti","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","55","Dominique","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","5","S","Données standardisées"
"FBS","Bilans Alimentaires","55","Dominique","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","55","Dominique","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","55","Dominique","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","55","Dominique","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","55","Dominique","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","59","Égypte","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","12048","S","Données standardisées"
"FBS","Bilans Alimentaires","59","Égypte","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","3264","S","Données standardisées"
"FBS","Bilans Alimentaires","59","Égypte","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","11","S","Données standardisées"
"FBS","Bilans Alimentaires","59","Égypte","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","5122","S","Données standardisées"
"FBS","Bilans Alimentaires","59","Égypte","5142","Nourriture","2515","Seigle","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","59","Égypte","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","59","Égypte","5142","Nourriture","2517","Millet","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","59","Égypte","5142","Nourriture","2518","Sorgho","2013","2013","Milliers de tonnes","241","S","Données standardisées"
"FBS","Bilans Alimentaires","59","Égypte","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","60","El Salvador","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","179","S","Données standardisées"
"FBS","Bilans Alimentaires","60","El Salvador","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","67","S","Données standardisées"
"FBS","Bilans Alimentaires","60","El Salvador","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","60","El Salvador","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","444","S","Données standardisées"
"FBS","Bilans Alimentaires","60","El Salvador","5142","Nourriture","2515","Seigle","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","60","El Salvador","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","60","El Salvador","5142","Nourriture","2518","Sorgho","2013","2013","Milliers de tonnes","102","S","Données standardisées"
"FBS","Bilans Alimentaires","60","El Salvador","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","225","Émirats arabes unis","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","947","S","Données standardisées"
"FBS","Bilans Alimentaires","225","Émirats arabes unis","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","526","S","Données standardisées"
"FBS","Bilans Alimentaires","225","Émirats arabes unis","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","11","S","Données standardisées"
"FBS","Bilans Alimentaires","225","Émirats arabes unis","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","58","Équateur","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","617","S","Données standardisées"
"FBS","Bilans Alimentaires","58","Équateur","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","709","S","Données standardisées"
"FBS","Bilans Alimentaires","58","Équateur","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","58","Équateur","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","131","S","Données standardisées"
"FBS","Bilans Alimentaires","58","Équateur","5142","Nourriture","2515","Seigle","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","58","Équateur","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","47","S","Données standardisées"
"FBS","Bilans Alimentaires","58","Équateur","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","203","Espagne","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","4405","S","Données standardisées"
"FBS","Bilans Alimentaires","203","Espagne","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","391","S","Données standardisées"
"FBS","Bilans Alimentaires","203","Espagne","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","17","S","Données standardisées"
"FBS","Bilans Alimentaires","203","Espagne","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","93","S","Données standardisées"
"FBS","Bilans Alimentaires","203","Espagne","5142","Nourriture","2515","Seigle","2013","2013","Milliers de tonnes","45","S","Données standardisées"
"FBS","Bilans Alimentaires","203","Espagne","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","20","S","Données standardisées"
"FBS","Bilans Alimentaires","203","Espagne","5142","Nourriture","2518","Sorgho","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","203","Espagne","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","63","Estonie","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","115","S","Données standardisées"
"FBS","Bilans Alimentaires","63","Estonie","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","3","S","Données standardisées"
"FBS","Bilans Alimentaires","63","Estonie","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","8","S","Données standardisées"
"FBS","Bilans Alimentaires","63","Estonie","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","7","S","Données standardisées"
"FBS","Bilans Alimentaires","63","Estonie","5142","Nourriture","2515","Seigle","2013","2013","Milliers de tonnes","29","S","Données standardisées"
"FBS","Bilans Alimentaires","63","Estonie","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","6","S","Données standardisées"
"FBS","Bilans Alimentaires","63","Estonie","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","231","États-Unis d'Amérique","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","25742","S","Données standardisées"
"FBS","Bilans Alimentaires","231","États-Unis d'Amérique","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","2203","S","Données standardisées"
"FBS","Bilans Alimentaires","231","États-Unis d'Amérique","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","160","S","Données standardisées"
"FBS","Bilans Alimentaires","231","États-Unis d'Amérique","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","3917","S","Données standardisées"
"FBS","Bilans Alimentaires","231","États-Unis d'Amérique","5142","Nourriture","2515","Seigle","2013","2013","Milliers de tonnes","87","S","Données standardisées"
"FBS","Bilans Alimentaires","231","États-Unis d'Amérique","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","1265","S","Données standardisées"
"FBS","Bilans Alimentaires","231","États-Unis d'Amérique","5142","Nourriture","2518","Sorgho","2013","2013","Milliers de tonnes","236","S","Données standardisées"
"FBS","Bilans Alimentaires","231","États-Unis d'Amérique","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","200","S","Données standardisées"
"FBS","Bilans Alimentaires","238","Éthiopie","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","2942","S","Données standardisées"
"FBS","Bilans Alimentaires","238","Éthiopie","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","212","S","Données standardisées"
"FBS","Bilans Alimentaires","238","Éthiopie","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","1447","S","Données standardisées"
"FBS","Bilans Alimentaires","238","Éthiopie","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","3960","S","Données standardisées"
"FBS","Bilans Alimentaires","238","Éthiopie","5142","Nourriture","2515","Seigle","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","238","Éthiopie","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","57","S","Données standardisées"
"FBS","Bilans Alimentaires","238","Éthiopie","5142","Nourriture","2517","Millet","2013","2013","Milliers de tonnes","644","S","Données standardisées"
"FBS","Bilans Alimentaires","238","Éthiopie","5142","Nourriture","2518","Sorgho","2013","2013","Milliers de tonnes","2401","S","Données standardisées"
"FBS","Bilans Alimentaires","238","Éthiopie","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","2495","S","Données standardisées"
"FBS","Bilans Alimentaires","185","Fédération de Russie","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","18710","S","Données standardisées"
"FBS","Bilans Alimentaires","185","Fédération de Russie","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","673","S","Données standardisées"
"FBS","Bilans Alimentaires","185","Fédération de Russie","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","148","S","Données standardisées"
"FBS","Bilans Alimentaires","185","Fédération de Russie","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","58","S","Données standardisées"
"FBS","Bilans Alimentaires","185","Fédération de Russie","5142","Nourriture","2515","Seigle","2013","2013","Milliers de tonnes","1090","S","Données standardisées"
"FBS","Bilans Alimentaires","185","Fédération de Russie","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","257","S","Données standardisées"
"FBS","Bilans Alimentaires","185","Fédération de Russie","5142","Nourriture","2517","Millet","2013","2013","Milliers de tonnes","188","S","Données standardisées"
"FBS","Bilans Alimentaires","185","Fédération de Russie","5142","Nourriture","2518","Sorgho","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","185","Fédération de Russie","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","15","S","Données standardisées"
"FBS","Bilans Alimentaires","66","Fidji","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","74","S","Données standardisées"
"FBS","Bilans Alimentaires","66","Fidji","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","40","S","Données standardisées"
"FBS","Bilans Alimentaires","66","Fidji","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","66","Fidji","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","66","Fidji","5142","Nourriture","2515","Seigle","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","66","Fidji","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","66","Fidji","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","67","Finlande","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","445","S","Données standardisées"
"FBS","Bilans Alimentaires","67","Finlande","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","24","S","Données standardisées"
"FBS","Bilans Alimentaires","67","Finlande","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","33","S","Données standardisées"
"FBS","Bilans Alimentaires","67","Finlande","5142","Nourriture","2515","Seigle","2013","2013","Milliers de tonnes","88","S","Données standardisées"
"FBS","Bilans Alimentaires","67","Finlande","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","30","S","Données standardisées"
"FBS","Bilans Alimentaires","67","Finlande","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","6","S","Données standardisées"
"FBS","Bilans Alimentaires","68","France","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","6971","S","Données standardisées"
"FBS","Bilans Alimentaires","68","France","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","314","S","Données standardisées"
"FBS","Bilans Alimentaires","68","France","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","70","S","Données standardisées"
"FBS","Bilans Alimentaires","68","France","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","714","S","Données standardisées"
"FBS","Bilans Alimentaires","68","France","5142","Nourriture","2515","Seigle","2013","2013","Milliers de tonnes","28","S","Données standardisées"
"FBS","Bilans Alimentaires","68","France","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","37","S","Données standardisées"
"FBS","Bilans Alimentaires","68","France","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","47","S","Données standardisées"
"FBS","Bilans Alimentaires","74","Gabon","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","105","S","Données standardisées"
"FBS","Bilans Alimentaires","74","Gabon","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","62","S","Données standardisées"
"FBS","Bilans Alimentaires","74","Gabon","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","3","S","Données standardisées"
"FBS","Bilans Alimentaires","74","Gabon","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","27","S","Données standardisées"
"FBS","Bilans Alimentaires","74","Gabon","5142","Nourriture","2515","Seigle","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","74","Gabon","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","74","Gabon","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","75","Gambie","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","70","S","Données standardisées"
"FBS","Bilans Alimentaires","75","Gambie","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","114","S","Données standardisées"
"FBS","Bilans Alimentaires","75","Gambie","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","26","S","Données standardisées"
"FBS","Bilans Alimentaires","75","Gambie","5142","Nourriture","2515","Seigle","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","75","Gambie","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","75","Gambie","5142","Nourriture","2517","Millet","2013","2013","Milliers de tonnes","93","S","Données standardisées"
"FBS","Bilans Alimentaires","75","Gambie","5142","Nourriture","2518","Sorgho","2013","2013","Milliers de tonnes","25","S","Données standardisées"
"FBS","Bilans Alimentaires","75","Gambie","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","3","S","Données standardisées"
"FBS","Bilans Alimentaires","73","Géorgie","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","709","S","Données standardisées"
"FBS","Bilans Alimentaires","73","Géorgie","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","11","S","Données standardisées"
"FBS","Bilans Alimentaires","73","Géorgie","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","37","S","Données standardisées"
"FBS","Bilans Alimentaires","73","Géorgie","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","118","S","Données standardisées"
"FBS","Bilans Alimentaires","73","Géorgie","5142","Nourriture","2515","Seigle","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","73","Géorgie","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","5","S","Données standardisées"
"FBS","Bilans Alimentaires","73","Géorgie","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","16","S","Données standardisées"
"FBS","Bilans Alimentaires","81","Ghana","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","374","S","Données standardisées"
"FBS","Bilans Alimentaires","81","Ghana","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","830","S","Données standardisées"
"FBS","Bilans Alimentaires","81","Ghana","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","81","Ghana","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","660","S","Données standardisées"
"FBS","Bilans Alimentaires","81","Ghana","5142","Nourriture","2515","Seigle","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","81","Ghana","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","5","S","Données standardisées"
"FBS","Bilans Alimentaires","81","Ghana","5142","Nourriture","2517","Millet","2013","2013","Milliers de tonnes","115","S","Données standardisées"
"FBS","Bilans Alimentaires","81","Ghana","5142","Nourriture","2518","Sorgho","2013","2013","Milliers de tonnes","169","S","Données standardisées"
"FBS","Bilans Alimentaires","81","Ghana","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","84","Grèce","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","1380","S","Données standardisées"
"FBS","Bilans Alimentaires","84","Grèce","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","74","S","Données standardisées"
"FBS","Bilans Alimentaires","84","Grèce","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","5","S","Données standardisées"
"FBS","Bilans Alimentaires","84","Grèce","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","21","S","Données standardisées"
"FBS","Bilans Alimentaires","84","Grèce","5142","Nourriture","2515","Seigle","2013","2013","Milliers de tonnes","3","S","Données standardisées"
"FBS","Bilans Alimentaires","84","Grèce","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","3","S","Données standardisées"
"FBS","Bilans Alimentaires","84","Grèce","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","19","S","Données standardisées"
"FBS","Bilans Alimentaires","86","Grenade","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","6","S","Données standardisées"
"FBS","Bilans Alimentaires","86","Grenade","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","86","Grenade","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","86","Grenade","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","86","Grenade","5142","Nourriture","2515","Seigle","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","86","Grenade","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","86","Grenade","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","89","Guatemala","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","555","S","Données standardisées"
"FBS","Bilans Alimentaires","89","Guatemala","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","88","S","Données standardisées"
"FBS","Bilans Alimentaires","89","Guatemala","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","89","Guatemala","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","1350","S","Données standardisées"
"FBS","Bilans Alimentaires","89","Guatemala","5142","Nourriture","2515","Seigle","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","89","Guatemala","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","17","S","Données standardisées"
"FBS","Bilans Alimentaires","89","Guatemala","5142","Nourriture","2518","Sorgho","2013","2013","Milliers de tonnes","11","S","Données standardisées"
"FBS","Bilans Alimentaires","89","Guatemala","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","90","Guinée","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","218","S","Données standardisées"
"FBS","Bilans Alimentaires","90","Guinée","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","1141","S","Données standardisées"
"FBS","Bilans Alimentaires","90","Guinée","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","104","S","Données standardisées"
"FBS","Bilans Alimentaires","90","Guinée","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","90","Guinée","5142","Nourriture","2517","Millet","2013","2013","Milliers de tonnes","8","S","Données standardisées"
"FBS","Bilans Alimentaires","90","Guinée","5142","Nourriture","2518","Sorgho","2013","2013","Milliers de tonnes","5","S","Données standardisées"
"FBS","Bilans Alimentaires","90","Guinée","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","108","S","Données standardisées"
"FBS","Bilans Alimentaires","175","Guinée-Bissau","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","19","S","Données standardisées"
"FBS","Bilans Alimentaires","175","Guinée-Bissau","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","167","S","Données standardisées"
"FBS","Bilans Alimentaires","175","Guinée-Bissau","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","7","S","Données standardisées"
"FBS","Bilans Alimentaires","175","Guinée-Bissau","5142","Nourriture","2517","Millet","2013","2013","Milliers de tonnes","13","S","Données standardisées"
"FBS","Bilans Alimentaires","175","Guinée-Bissau","5142","Nourriture","2518","Sorgho","2013","2013","Milliers de tonnes","21","S","Données standardisées"
"FBS","Bilans Alimentaires","175","Guinée-Bissau","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","91","Guyana","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","48","S","Données standardisées"
"FBS","Bilans Alimentaires","91","Guyana","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","61","S","Données standardisées"
"FBS","Bilans Alimentaires","91","Guyana","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","91","Guyana","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","91","Guyana","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","91","Guyana","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","93","Haïti","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","166","S","Données standardisées"
"FBS","Bilans Alimentaires","93","Haïti","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","441","S","Données standardisées"
"FBS","Bilans Alimentaires","93","Haïti","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","239","S","Données standardisées"
"FBS","Bilans Alimentaires","93","Haïti","5142","Nourriture","2515","Seigle","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","93","Haïti","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","93","Haïti","5142","Nourriture","2518","Sorgho","2013","2013","Milliers de tonnes","40","S","Données standardisées"
"FBS","Bilans Alimentaires","93","Haïti","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","95","Honduras","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","302","S","Données standardisées"
"FBS","Bilans Alimentaires","95","Honduras","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","117","S","Données standardisées"
"FBS","Bilans Alimentaires","95","Honduras","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","95","Honduras","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","631","S","Données standardisées"
"FBS","Bilans Alimentaires","95","Honduras","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","5","S","Données standardisées"
"FBS","Bilans Alimentaires","95","Honduras","5142","Nourriture","2518","Sorgho","2013","2013","Milliers de tonnes","17","S","Données standardisées"
"FBS","Bilans Alimentaires","95","Honduras","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","9","S","Données standardisées"
"FBS","Bilans Alimentaires","97","Hongrie","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","1095","S","Données standardisées"
"FBS","Bilans Alimentaires","97","Hongrie","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","21","S","Données standardisées"
"FBS","Bilans Alimentaires","97","Hongrie","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","97","Hongrie","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","3","S","Données standardisées"
"FBS","Bilans Alimentaires","97","Hongrie","5142","Nourriture","2515","Seigle","2013","2013","Milliers de tonnes","14","S","Données standardisées"
"FBS","Bilans Alimentaires","97","Hongrie","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","5","S","Données standardisées"
